Country,Code,Year,Mortality rate,GDP,Homicide,Health expenditure,Universal_healthcare
Luxembourg,LUX,2007,0.33,114889.18,0.173085805,6.79800543,1
Luxembourg,LUX,2008,0.32,111409.7238,0.169285653,7.33859064,1
Luxembourg,LUX,2009,0.31,104598.8319,0.165818075,8.1146262,1
Luxembourg,LUX,2010,0.3,107703.4539,0.162038015,7.68088676,1
Luxembourg,LUX,2011,0.3,108010.7086,0.159517146,7.3409169,1
Luxembourg,LUX,2012,0.29,105075.9611,0.153613099,7.17505184,1
Luxembourg,LUX,2013,0.29,106427.4563,0.150692604,7.09750397,1
Luxembourg,LUX,2014,0.29,108414.7519,0.147278192,6.93787356,1
Madagascar,MDG,1995,13.29,1569.037219,0.111011118,4.06524309,0
Madagascar,MDG,1996,12.78,1553.5749,0.124602688,4.5172219,0
Madagascar,MDG,1997,12.25,1560.973844,0.145048823,4.78122195,0
Madagascar,MDG,1998,11.71,1571.629112,0.184308046,4.50876065,0
Madagascar,MDG,1999,11.18,1594.476261,0.23995811,4.54694228,0
Madagascar,MDG,2000,10.65,1614.382282,0.325347188,5.0805986,0
Madagascar,MDG,2001,10.16,1658.935602,0.296600945,5.17201954,0
Madagascar,MDG,2002,9.7,1409.395419,0.340695423,5.29448848,0
Madagascar,MDG,2003,9.25,1501.274317,0.255750528,4.81306658,0
Madagascar,MDG,2004,8.84,1533.699088,0.244320603,4.8875444,0
Madagascar,MDG,2005,8.44,1559.874721,0.237080612,5.03002085,0
Madagascar,MDG,2006,8.07,1596.753218,0.230666187,5.11190088,0
Madagascar,MDG,2007,7.73,1639.882778,0.224305971,4.98399653,0
Madagascar,MDG,2008,7.41,1700.695921,0.221696909,4.49573889,0
Madagascar,MDG,2009,7.11,1587.567035,0.268400724,4.70033897,0
Madagascar,MDG,2010,6.85,1553.404722,0.217338063,4.86435014,0
Madagascar,MDG,2011,6.6,1534.939706,0.217336552,4.2355947,0
Madagascar,MDG,2012,6.37,1538.516397,0.214990641,3.45623205,0
Madagascar,MDG,2013,6.17,1531.778467,0.212001237,4.14767794,0
Madagascar,MDG,2014,5.98,1540.744824,0.212161081,3.04135502,0
Malawi,MWI,1995,20.63,1035.521921,0.120541755,5.04605222,0
Malawi,MWI,1996,20.14,1091.511334,0.124471245,4.61373236,0
Malawi,MWI,1997,19.7,1106.18365,0.12568009,5.15085202,0
Malawi,MWI,1998,19.13,1117.96688,0.124813513,5.50652603,0
Malawi,MWI,1999,18.34,1119.929153,0.123825607,6.51804155,0
Malawi,MWI,2000,17.26,1107.537894,0.12867762,6.06981896,0
Malawi,MWI,2001,15.9,1026.362084,0.130232308,5.07322144,0
Malawi,MWI,2002,14.43,1018.711201,0.132333971,4.82253715,0
Malawi,MWI,2003,13.05,1051.124346,0.137637606,6.34731849,0
Malawi,MWI,2004,11.88,1080.928726,0.144314253,7.81617071,0
Malawi,MWI,2005,10.97,1087.606464,0.150505369,8.20169881,0
Malawi,MWI,2006,10.36,1108.20195,0.156952258,8.99284504,0
Malawi,MWI,2007,9.94,1181.077496,0.163223997,9.31250037,0
Malawi,MWI,2008,9.45,1235.55372,0.169564399,10.69761085,0
Malawi,MWI,2009,8.98,1300.532591,0.177560321,10.17733374,0
Malawi,MWI,2010,8.49,1350.59917,0.18994641,10.04536369,0
Malawi,MWI,2011,7.86,1376.167704,0.200613405,11.67225735,0
Malawi,MWI,2012,7.12,1362.604787,0.209653197,12.05577458,0
Malawi,MWI,2013,6.39,1393.343534,0.213907796,10.96199023,0
Malawi,MWI,2014,5.8,1432.055122,0.217209498,11.37795606,0
Malaysia,MYS,1995,1.34,14260.09617,0.444619375,2.9640287,1
Malaysia,MYS,1996,1.29,15290.91444,0.466067771,2.93258764,1
Malaysia,MYS,1997,1.24,15995.71949,0.477884029,2.72454231,1
Malaysia,MYS,1998,1.17,14448.7411,0.485245435,2.9271689,1
Malaysia,MYS,1999,1.1,14965.6177,0.487755517,3.03277509,1
Malaysia,MYS,2000,1.02,15917.05717,0.489741934,3.03701543,1
Malaysia,MYS,2001,0.95,15652.01445,0.495317867,3.39740598,1
Malaysia,MYS,2002,0.89,16155.60162,0.499501868,3.40338142,1
Malaysia,MYS,2003,0.85,16751.40714,0.510640727,3.95394002,1
Malaysia,MYS,2004,0.83,17538.4857,0.515969976,3.74492489,1
Malaysia,MYS,2005,0.82,18114.14411,0.51622473,3.29181275,1
Malaysia,MYS,2006,0.81,18752.54579,0.508174756,3.65423211,1
Malaysia,MYS,2007,0.81,19546.98592,0.498968539,3.60562884,1
Malaysia,MYS,2008,0.81,20103.50414,0.492435167,3.4712822,1
Malaysia,MYS,2009,0.81,19442.98535,0.481539206,3.97454959,1
Malaysia,MYS,2010,0.81,20536.37251,0.462646331,3.99044068,1
Malaysia,MYS,2011,0.8,21289.25754,0.442319936,3.88778674,1
Malaysia,MYS,2012,0.8,22132.21692,0.425137414,4.01140506,1
Malaysia,MYS,2013,0.8,22855.94969,0.408722896,4.01811554,1
Malaysia,MYS,2014,0.8,23906.22858,0.396794054,4.16907804,1
Maldives,MDV,1995,6.23,10598.00051,0.179909566,6.02355147,0
Maldives,MDV,1996,5.76,11208.83899,0.19899587,6.37138221,0
Maldives,MDV,1997,5.28,11935.64087,0.226459501,6.38692469,0
Maldives,MDV,1998,4.81,12609.89473,0.240228345,7.51260743,0
Maldives,MDV,1999,4.34,13140.12417,0.253823647,7.37459812,0
Maldives,MDV,2000,3.89,13358.58716,0.268679617,7.9962272,0
Maldives,MDV,2001,3.45,12521.94706,0.277202599,5.83855621,0
Maldives,MDV,2002,3.05,13072.483,0.279573584,5.77722073,0
Maldives,MDV,2003,2.7,14452.56882,0.272965762,5.89706416,0
Maldives,MDV,2004,2.69,14901.98268,0.236637047,5.88874714,0
Maldives,MDV,2005,2.13,12607.72396,0.262678316,9.52452498,0
Maldives,MDV,2006,1.92,15516.96746,0.265631746,7.37121198,0
Maldives,MDV,2007,1.75,16330.79978,0.265329535,6.64152393,0
Maldives,MDV,2008,1.6,17448.98365,0.288849307,9.30458288,0
Maldives,MDV,2009,1.49,15732.16971,0.311200496,9.21822502,0
Maldives,MDV,2010,1.39,16305.79888,0.333659357,7.92926355,0
Maldives,MDV,2011,1.3,17015.81547,0.343774986,8.11412868,0
Maldives,MDV,2012,1.22,16709.12932,0.344507633,9.16358288,0
Maldives,MDV,2013,1.15,17133.76821,0.348125157,11.16425478,0
Maldives,MDV,2014,1.08,17568.40991,0.349948578,13.73352009,0
Mali,MLI,1995,21.13,1457.571996,0.38483306,5.02750196,0
Mali,MLI,1996,20.76,1520.456928,0.393401449,7.56383734,0
Mali,MLI,1997,20.35,1553.333841,0.399662128,6.86151044,0
Mali,MLI,1998,19.87,1628.014338,0.381063197,6.20157769,0
Mali,MLI,1999,19.33,1675.170423,0.442852792,6.04778072,0
Mali,MLI,2000,18.72,1627.732318,0.414539658,6.29294165,0
Mali,MLI,2001,18.09,1823.840688,0.420762854,6.39271264,0
Mali,MLI,2002,17.45,1824.60115,0.440388345,6.31707332,0
Mali,MLI,2003,16.82,1930.207369,0.445282852,6.25006856,0
Mali,MLI,2004,16.21,1899.082029,0.462615935,6.2798959,0
Mali,MLI,2005,15.63,1958.818731,0.456003491,6.33580578,0
Mali,MLI,2006,15.07,1983.705551,0.469026404,6.55543828,0
Mali,MLI,2007,14.53,1985.623428,0.480682413,6.97251095,0
Mali,MLI,2008,14.01,2012.281262,0.496508827,6.7369722,0
Mali,MLI,2009,13.51,2041.330218,0.509796272,6.84936871,0
Mali,MLI,2010,13.03,2082.961935,0.516051689,6.35206417,0
Mali,MLI,2011,12.55,2085.420849,0.513774925,6.58863181,0
Mali,MLI,2012,12.11,2007.80693,0.599365634,6.46533952,0
Mali,MLI,2013,11.67,1995.159252,0.523182777,6.5777895,0
Mali,MLI,2014,11.25,2075.400681,0.572158702,6.86216649,0
Malta,MLT,1995,0.94,19737.04595,0.212256536,5.65594954,1
Malta,MLT,1996,0.9,20348.54774,0.210813878,6.07280048,1
Malta,MLT,1997,0.86,21256.78678,0.206848968,6.24602434,1
Malta,MLT,1998,0.82,22201.55899,0.201080824,6.44533683,1
Malta,MLT,1999,0.79,23112.03781,0.199489476,6.43084811,1
Malta,MLT,2000,0.76,27482.86907,0.194686107,6.83173928,1
Malta,MLT,2001,0.73,26956.79201,0.192152913,7.11463824,1
Malta,MLT,2002,0.71,27442.95108,0.191935227,7.85889852,1
Malta,MLT,2003,0.7,28373.75733,0.190630188,8.05680621,1
Malta,MLT,2004,0.69,28223.36255,0.186660597,8.46267194,1
Malta,MLT,2005,0.68,28992.92455,0.178086199,8.83355332,1
Malta,MLT,2006,0.68,29612.6018,0.178013304,8.93281432,1
Malta,MLT,2007,0.68,30918.49827,0.177125567,8.35676141,1
Malta,MLT,2008,0.68,31893.35868,0.175505724,8.15397796,1
Malta,MLT,2009,0.68,31294.90231,0.1716179,8.33140474,1
Malta,MLT,2010,0.68,32867.94003,0.165809137,8.29921427,1
Malta,MLT,2011,0.68,32881.83384,0.15776217,9.59870689,1
Malta,MLT,2012,0.69,33929.33992,0.153250128,9.95129454,1
Malta,MLT,2013,0.69,35287.46508,0.149292585,9.89183881,1
Malta,MLT,2014,0.7,37230.27839,0.14461204,9.74992027,1
Marshall Islands,MHL,1995,4.16,4028.916471,0.957799352,30.82930435,0
Marshall Islands,MHL,1996,4.11,3608.883906,0.959122373,19.46909558,0
Marshall Islands,MHL,1997,4.09,3380.951753,0.953402917,19.87920653,0
Marshall Islands,MHL,1998,4.09,3359.707758,0.946413745,18.32720645,0
Marshall Islands,MHL,1999,4.09,3313.458985,0.953475962,18.05450353,0
Marshall Islands,MHL,2000,4.09,3336.09316,0.937662449,21.8805911,0
Marshall Islands,MHL,2001,4.09,3518.274389,0.955439302,18.69292677,0
Marshall Islands,MHL,2002,4.07,3583.208611,0.967269582,17.44297261,0
Marshall Islands,MHL,2003,4.05,3452.975791,0.964841134,16.86879662,0
Marshall Islands,MHL,2004,4.02,3421.063837,0.964131271,17.8403202,0
Marshall Islands,MHL,2005,4,3452.085486,0.95750294,17.4250474,0
Marshall Islands,MHL,2006,3.97,3408.636533,0.959093778,19.79982033,0
Marshall Islands,MHL,2007,3.94,3501.107278,0.955428554,20.42172636,0
Marshall Islands,MHL,2008,3.92,3277.735222,0.949597659,19.43177259,0
Marshall Islands,MHL,2009,3.9,3376.76476,0.945295059,18.97912934,0
Marshall Islands,MHL,2010,3.87,3595.174776,0.935996627,17.3351136,0
Marshall Islands,MHL,2011,3.84,3562.857162,0.928558599,17.18970115,0
Marshall Islands,MHL,2012,3.8,3469.542323,0.918531016,16.67534375,0
Marshall Islands,MHL,2013,3.73,3594.938776,0.905941046,17.23845225,0
Marshall Islands,MHL,2014,3.66,3545.207373,0.894131299,17.13572274,0
Mauritania,MRT,1995,11.33,4769.418474,0.518835175,4.64785334,0
Mauritania,MRT,1996,11.33,4920.880763,0.535907456,3.74019295,0
Mauritania,MRT,1997,11.33,4604.133989,0.550975117,3.91286043,0
Mauritania,MRT,1998,11.32,4613.263511,0.604661287,4.62100432,0
Mauritania,MRT,1999,11.3,4660.670604,0.562507557,5.33223008,0
Mauritania,MRT,2000,11.27,4361.213513,0.568202963,5.25582483,0
Mauritania,MRT,2001,11.23,4210.778356,0.57867036,4.33749659,0
Mauritania,MRT,2002,11.18,4152.63783,0.583531507,5.31066019,0
Mauritania,MRT,2003,11.12,4317.486206,0.58601421,4.52840343,0
Mauritania,MRT,2004,11.01,4395.523479,0.594569625,4.70454966,0
Mauritania,MRT,2005,10.86,4638.00598,0.604664861,4.2060502,0
Mauritania,MRT,2006,10.66,5333.611536,0.624007785,3.20757593,0
Mauritania,MRT,2007,10.42,5080.645869,0.637325603,3.53528514,0
Mauritania,MRT,2008,10.17,4919.840422,0.65345488,3.22665716,0
Mauritania,MRT,2009,9.91,4783.637135,0.672019027,3.78735326,0
Mauritania,MRT,2010,9.66,4767.377366,0.683732187,3.27934195,0
Mauritania,MRT,2011,9.37,4822.16904,0.69446779,2.86968767,0
Mauritania,MRT,2012,9.08,4891.057383,0.70788128,3.36153201,0
Mauritania,MRT,2013,8.81,4946.0348,0.715828142,3.63447484,0
Mauritania,MRT,2014,8.55,5008.688256,0.724317625,3.77269904,0
Mauritius,MUS,1995,2.23,9566.824921,0.332511678,3.62368934,1
Mauritius,MUS,1996,2.27,9998.617114,0.351775588,3.5281114,1
Mauritius,MUS,1997,2.26,10435.79837,0.339304646,3.52944008,1
Mauritius,MUS,1998,2.18,10953.67688,0.335602048,3.57578384,1
Mauritius,MUS,1999,2.04,11097.6902,0.338956176,3.48627317,1
Mauritius,MUS,2000,1.88,11890.58865,0.338011829,3.78342769,1
Mauritius,MUS,2001,1.75,12191.92742,0.347541937,3.86541671,1
Mauritius,MUS,2002,1.66,12303.10685,0.372131227,4.23599832,1
Mauritius,MUS,2003,1.6,12938.15268,0.384520725,4.14728086,1
Mauritius,MUS,2004,1.57,13413.99326,0.404559164,4.29214123,1
Mauritius,MUS,2005,1.56,13571.8356,0.427613437,4.46865768,1
Mauritius,MUS,2006,1.54,14165.95449,0.455240234,4.37870539,1
Mauritius,MUS,2007,1.52,14909.17086,0.463095699,4.24109725,1
Mauritius,MUS,2008,1.49,15655.60432,0.463892612,4.60310258,1
Mauritius,MUS,2009,1.46,16131.70698,0.456290163,4.96772048,1
Mauritius,MUS,2010,1.45,16797.81724,0.449857403,5.28526703,1
Mauritius,MUS,2011,1.47,17454.78008,0.436063115,5.02482988,1
Mauritius,MUS,2012,1.49,18014.99115,0.400305762,4.7562462,1
Mauritius,MUS,2013,1.5,18579.37416,0.378459823,4.82151957,1
Mauritius,MUS,2014,1.48,19240.22471,0.355035509,4.80954464,1
Mexico,MEX,1995,3.57,14808.80712,3.719878888,5.05567469,0
Mexico,MEX,1996,3.41,15559.97637,3.554684008,4.59296607,0
Mexico,MEX,1997,3.25,16368.09277,3.417574036,4.71655688,0
Mexico,MEX,1998,3.1,16954.32961,3.299547817,4.80138717,0
Mexico,MEX,1999,2.96,17165.89218,3.074685199,5.00884196,0
Mexico,MEX,2000,2.82,17756.56647,2.854810601,4.97854213,0
Mexico,MEX,2001,2.7,17438.20852,2.695667043,5.35288319,0
Mexico,MEX,2002,2.58,17193.56108,2.606047801,5.5210778,0
Mexico,MEX,2003,2.47,17205.98656,2.556675803,6.02185177,0
Mexico,MEX,2004,2.37,17635.24685,2.516188409,6.11044039,0
Mexico,MEX,2005,2.28,17788.58912,2.583564781,6.0443102,0
Mexico,MEX,2006,2.2,18319.47756,2.779568536,5.83217814,0
Mexico,MEX,2007,2.12,18462.84012,2.721671628,5.91563943,0
Mexico,MEX,2008,2.05,18396.81092,3.501805398,6.06132066,0
Mexico,MEX,2009,1.98,17168.97733,4.194376118,6.59579987,0
Mexico,MEX,2010,1.91,17790.01192,5.371178044,6.39444283,0
Mexico,MEX,2011,1.85,18186.22457,5.610398546,6.04343893,0
Mexico,MEX,2012,1.79,18594.89447,5.296186725,6.21482997,0
Mexico,MEX,2013,1.73,18600.37118,4.701150789,6.29528345,0
Mexico,MEX,2014,1.67,18887.56744,4.056915381,6.29642103,0
Micronesia (country),FSM,1995,5.45,3450.245515,0.849682072,9.15697583,0
Micronesia (country),FSM,1996,5.46,3316.51308,0.860970335,8.62468548,0
Micronesia (country),FSM,1997,5.47,3110.848423,0.874517087,7.7805233,0
Micronesia (country),FSM,1998,5.43,3207.418526,0.888616465,6.94781073,0
Micronesia (country),FSM,1999,5.35,3264.68726,0.903250006,7.57831364,0
Micronesia (country),FSM,2000,5.26,3434.098093,0.888053013,7.88173023,0
Micronesia (country),FSM,2001,5.15,3516.229126,0.916786402,8.5835092,0
Micronesia (country),FSM,2002,5.04,3540.18659,0.860484509,8.01953064,0
Micronesia (country),FSM,2003,4.91,3600.046998,0.91851778,9.69052452,0
Micronesia (country),FSM,2004,4.76,3498.257303,0.908946475,10.63613644,0
Micronesia (country),FSM,2005,4.62,3586.133831,0.904832651,12.112,0
Micronesia (country),FSM,2006,4.48,3609.104771,0.897206118,11.92411067,0
Micronesia (country),FSM,2007,4.34,3574.449808,0.889975847,11.99023438,0
Micronesia (country),FSM,2008,4.2,3518.44284,0.881530442,12.94214559,0
Micronesia (country),FSM,2009,4.07,3576.868629,0.872441894,13.44070448,0
Micronesia (country),FSM,2010,3.94,3659.638766,0.865073195,13.83044533,0
Micronesia (country),FSM,2011,3.81,3756.908631,0.854498412,13.75699709,0
Micronesia (country),FSM,2012,3.7,3649.44968,0.843343716,12.76737349,0
Micronesia (country),FSM,2013,3.59,3468.166617,0.830124143,13.38425416,0
Micronesia (country),FSM,2014,3.48,3340.202883,0.816750471,13.70691454,0
Moldova,MDA,1995,3.83,5696.158359,1.304901768,9.05732076,0
Moldova,MDA,1996,3.86,5372.138502,1.268231682,10.27129346,0
Moldova,MDA,1997,3.8,5480.854333,1.21480368,9.45174817,0
Moldova,MDA,1998,3.65,5124.354896,1.167654376,7.68867317,0
Moldova,MDA,1999,3.42,4959.535128,1.139445117,5.88528668,0
Moldova,MDA,2000,3.14,5074.377064,1.088974709,6.65247796,0
Moldova,MDA,2001,2.84,5395.967328,1.013685858,6.99630753,0
Moldova,MDA,2002,2.55,5830.339126,0.942159658,8.31253703,0
Moldova,MDA,2003,2.3,6232.667048,0.874140125,8.23547436,0
Moldova,MDA,2004,2.11,6710.469121,0.818607585,8.48619596,0
Moldova,MDA,2005,1.97,7231.328422,0.791390064,9.15376162,0
Moldova,MDA,2006,1.87,7599.524783,0.744683335,10.62583313,0
Moldova,MDA,2007,1.81,7845.669401,0.706640657,10.88435311,0
Moldova,MDA,2008,1.77,8473.747922,0.682632901,11.41339603,0
Moldova,MDA,2009,1.73,7975.384145,0.65873366,12.48972121,0
Moldova,MDA,2010,1.71,8550.170639,0.640618799,12.08179732,0
Moldova,MDA,2011,1.68,9052.866543,0.605231101,10.61121439,0
Moldova,MDA,2012,1.65,9000.658925,0.58453421,11.87332928,0
Moldova,MDA,2013,1.62,9817.296297,0.580795098,10.05471776,0
Moldova,MDA,2014,1.59,10314.40965,0.563589097,10.32365569,0
Mongolia,MNG,1995,8.81,4128.912015,1.224074505,3.15125386,0
Mongolia,MNG,1996,8.4,4187.388444,1.271255688,3.54865902,0
Mongolia,MNG,1997,7.96,4314.847331,1.313929957,3.64701684,0
Mongolia,MNG,1998,7.5,4421.248939,1.33674994,4.03912026,0
Mongolia,MNG,1999,7.03,4517.566857,1.371286414,4.03921209,0
Mongolia,MNG,2000,6.55,4528.955946,1.430643501,4.92301762,0
Mongolia,MNG,2001,6.07,4619.946679,1.458939411,5.45485747,0
Mongolia,MNG,2002,5.61,4791.737889,1.488531373,5.81219045,0
Mongolia,MNG,2003,5.18,5074.412323,1.508247082,6.17936733,0
Mongolia,MNG,2004,4.77,5551.460475,1.55195803,5.99465876,0
Mongolia,MNG,2005,4.41,5883.360057,1.563839024,5.08566386,0
Mongolia,MNG,2006,4.08,6305.823201,1.532027898,4.67597361,0
Mongolia,MNG,2007,3.78,6858.33057,1.486590062,5.06366434,0
Mongolia,MNG,2008,3.51,7360.684609,1.386710606,5.57702988,0
Mongolia,MNG,2009,3.25,7153.437451,1.306304844,5.2898624,0
Mongolia,MNG,2010,3.02,7479.780902,1.349182122,4.69693758,0
Mongolia,MNG,2011,2.79,8613.313624,1.356922871,4.45434197,0
Mongolia,MNG,2012,2.57,9488.342966,1.371766111,4.21982325,0
Mongolia,MNG,2013,2.37,10383.78371,1.361857626,4.21146824,0
Mongolia,MNG,2014,2.19,10980.324,1.349712994,4.73034173,0
Montenegro,MNE,1997,1.5,12579.27318,0.660255169,7.40497515,0
Montenegro,MNE,1998,1.49,13236.00573,0.658809667,7.42068408,0
Montenegro,MNE,1999,1.46,12024.68962,0.656054163,7.47745752,0
Montenegro,MNE,2000,1.42,12418.99354,0.634919119,7.31678384,0
Montenegro,MNE,2001,1.37,12505.16539,0.615195099,8.22848975,0
Montenegro,MNE,2002,1.3,12692.28897,0.587527691,8.33151401,0
Montenegro,MNE,2003,1.23,12955.57958,0.564432107,8.91132279,0
Montenegro,MNE,2004,1.15,13505.04601,0.53751006,8.44831694,0
Montenegro,MNE,2005,1.07,14048.84044,0.504295422,8.46232483,0
Montenegro,MNE,2006,0.98,15233.37622,0.47890871,8.01219061,0
Montenegro,MNE,2007,0.9,16248.33593,0.453905994,6.74225066,0
Montenegro,MNE,2008,0.81,17391.02697,0.434630781,6.13379906,0
Montenegro,MNE,2009,0.73,16348.0915,0.423703479,6.07482371,0
Montenegro,MNE,2010,0.66,16764.36237,0.413441039,6.90181545,0
Montenegro,MNE,2011,0.58,17287.41764,0.397582094,6.92483198,0
Montenegro,MNE,2012,0.52,16802.3983,0.380123804,7.2473971,0
Montenegro,MNE,2013,0.46,17381.73999,0.369944574,6.42538419,0
Montenegro,MNE,2014,0.4,17674.61841,0.36278956,6.41654268,0
Morocco,MAR,1995,6.25,3820.536759,0.117039566,3.55457954,0
Morocco,MAR,1996,5.96,4231.492166,0.132608922,3.48780701,0
Morocco,MAR,1997,5.68,4108.999419,0.150396342,3.71017017,0
Morocco,MAR,1998,5.42,4349.61545,0.172072596,3.91506476,0
Morocco,MAR,1999,5.17,4341.829861,0.19409344,3.98521459,0
Morocco,MAR,2000,4.94,4370.799491,0.207804777,4.1805133,0
Morocco,MAR,2001,4.72,4634.192774,0.221261676,4.4385331,0
Morocco,MAR,2002,4.52,4721.948695,0.223671579,5.30833933,0
Morocco,MAR,2003,4.32,4944.388387,0.22469966,5.25177742,0
Morocco,MAR,2004,4.14,5120.825944,0.223478843,5.21554804,0
Morocco,MAR,2005,3.96,5227.562631,0.221390585,5.05803376,0
Morocco,MAR,2006,3.79,5558.049056,0.217109072,5.23396796,0
Morocco,MAR,2007,3.63,5687.227352,0.216115517,5.47518256,0
Morocco,MAR,2008,3.47,5952.656996,0.212210901,5.41489757,0
Morocco,MAR,2009,3.32,6129.113818,0.210463755,5.66551271,0
Morocco,MAR,2010,3.18,6281.464191,0.207750229,5.85885463,0
Morocco,MAR,2011,3.04,6522.373743,0.204293218,5.98875179,0
Morocco,MAR,2012,2.9,6625.463454,0.203338519,6.14685256,0
Morocco,MAR,2013,2.77,6828.223017,0.199950223,5.93534584,0
Morocco,MAR,2014,2.65,6912.178002,0.197375782,5.90777806,0
Mozambique,MOZ,1995,21.85,469.189504,0.359527562,5.29972329,0
Mozambique,MOZ,1996,21,506.1518205,0.358293501,4.28251783,0
Mozambique,MOZ,1997,20.04,548.3477952,0.358847918,4.63095397,0
Mozambique,MOZ,1998,18.99,587.8637206,0.354948722,4.52070796,0
Mozambique,MOZ,1999,17.96,640.252516,0.351444438,5.28541777,0
Mozambique,MOZ,2000,16.97,630.7016136,0.356465544,6.16162092,0
Mozambique,MOZ,2001,16.06,687.1494257,0.363967237,5.64277897,0
Mozambique,MOZ,2002,15.22,729.2899769,0.371316072,6.44871089,0
Mozambique,MOZ,2003,14.47,756.5942823,0.384950757,6.3923101,0
Mozambique,MOZ,2004,13.8,792.7272742,0.411864855,5.91276381,0
Mozambique,MOZ,2005,13.19,821.3458142,0.446612022,6.86781935,0
Mozambique,MOZ,2006,12.62,875.9165979,0.491700413,6.51278626,0
Mozambique,MOZ,2007,11.93,917.7952405,0.546336529,5.25271234,0
Mozambique,MOZ,2008,11.32,958.2834241,0.565571375,4.91337392,0
Mozambique,MOZ,2009,10.77,991.3228347,0.575259872,5.43496409,0
Mozambique,MOZ,2010,10.49,1027.208877,0.585261617,5.3803234,0
Mozambique,MOZ,2011,10.04,1073.478134,0.594203428,6.23470157,0
Mozambique,MOZ,2012,9.63,1120.128481,0.604489579,5.57950644,0
Mozambique,MOZ,2013,9.23,1165.408205,0.626814725,5.89790701,0
Mozambique,MOZ,2014,8.93,1217.088867,0.660907599,6.97558186,0
Myanmar,MMR,1995,10.13,774.7462657,0.475670358,2.13968736,0
Myanmar,MMR,1996,9.88,814.4463403,0.269221139,2.11617213,0
Myanmar,MMR,1997,9.63,849.4867521,0.23465739,1.8029385,0
Myanmar,MMR,1998,9.38,887.804748,0.243343875,1.58875431,0
Myanmar,MMR,1999,9.14,972.8219414,0.218092703,1.55548364,0
Myanmar,MMR,2000,8.9,1093.788207,0.223026088,1.83678367,0
Myanmar,MMR,2001,8.66,1204.833433,0.214729348,1.80049104,0
Myanmar,MMR,2002,8.43,1336.222998,0.19463249,2.05040164,0
Myanmar,MMR,2003,8.18,1507.095302,0.194785205,1.96630795,0
Myanmar,MMR,2004,7.93,1696.881586,0.189127598,1.96873038,0
Myanmar,MMR,2005,7.67,1911.95597,0.214684661,1.83009783,0
Myanmar,MMR,2006,7.41,2146.567933,0.190723116,1.77640517,0
Myanmar,MMR,2007,7.15,2388.44862,0.205429646,1.68461292,0
Myanmar,MMR,2008,8.91,2617.138174,0.147914554,1.87462274,0
Myanmar,MMR,2009,6.6,2874.780284,0.196551055,2.04583935,0
Myanmar,MMR,2010,6.34,3129.920255,0.199598677,1.92028227,0
Myanmar,MMR,2011,6.07,3279.665488,0.202613013,1.86845552,0
Myanmar,MMR,2012,5.82,3491.184692,0.252501548,2.21823163,0
Myanmar,MMR,2013,5.58,3753.321364,0.232566623,2.15820037,0
Myanmar,MMR,2014,5.37,4020.036677,0.214585315,2.27575459,0
Namibia,NAM,1995,7.06,6312.565115,2.348794392,6.20761231,0
Namibia,NAM,1996,7.21,6374.949609,2.309945867,6.57743022,0
Namibia,NAM,1997,7.36,6508.397856,2.246697357,6.84305465,0
Namibia,NAM,1998,7.48,6592.160687,2.208833061,6.83677463,0
Namibia,NAM,1999,7.54,6689.771244,2.144964849,6.97096872,0
Namibia,NAM,2000,7.54,6804.866743,2.074230543,6.11401617,0
Namibia,NAM,2001,7.49,6775.221614,1.994604981,6.17906153,0
Namibia,NAM,2002,7.43,6992.865316,1.929620419,6.16746382,0
Namibia,NAM,2003,7.4,7182.307342,1.845290379,6.52403029,0
Namibia,NAM,2004,7.37,7942.557255,1.771334098,6.47197619,0
Namibia,NAM,2005,7.02,8014.973858,1.708012376,7.31871061,0
Namibia,NAM,2006,6.56,8438.216919,1.66930656,7.19928741,0
Namibia,NAM,2007,6.07,8735.713736,1.674053178,6.99321064,0
Namibia,NAM,2008,5.58,8805.410682,1.705999025,7.14986622,0
Namibia,NAM,2009,5.18,8671.664107,1.719958799,8.05232515,0
Namibia,NAM,2010,4.97,9031.160594,1.782181078,7.89329936,0
Namibia,NAM,2011,5.04,9324.528875,1.844112995,8.78046547,0
Namibia,NAM,2012,5.22,9626.539189,1.918515275,8.23537727,0
Namibia,NAM,2013,5.01,9990.745831,1.986083816,8.52898331,0
Namibia,NAM,2014,4.81,10413.31422,2.008754163,8.92868766,0
Nepal,NPL,1995,10.72,1824.002826,0.196444854,5.31416561,0
Nepal,NPL,1996,10.16,1876.464286,0.207842423,5.41855,0
Nepal,NPL,1997,9.61,1928.046702,0.218578778,5.49900875,0
Nepal,NPL,1998,9.08,1945.451034,0.22961869,6.61012007,0
Nepal,NPL,1999,8.58,1992.233738,0.240141376,5.87262507,0
Nepal,NPL,2000,8.1,2077.652056,0.251296854,5.42826192,0
Nepal,NPL,2001,7.65,2141.067035,0.263638083,5.36080541,0
Nepal,NPL,2002,7.22,2110.823497,0.263527722,5.60111826,0
Nepal,NPL,2003,6.82,2163.018278,0.273522432,5.48432085,0
Nepal,NPL,2004,6.45,2234.154768,0.276397733,5.82296493,0
Nepal,NPL,2005,6.1,2282.685054,0.281447834,5.72405361,0
Nepal,NPL,2006,5.77,2330.325084,0.280135129,5.69674996,0
Nepal,NPL,2007,5.47,2380.970834,0.301950865,5.84111345,0
Nepal,NPL,2008,5.18,2499.415586,0.281789031,6.43595472,0
