Country,Code,Year,Mortality rate,GDP,Homicide,Health expenditure,Universal_healthcare
Afghanistan,AFG,2002,12.04,1189.784668,1.144125675,7.76307316,0
Afghanistan,AFG,2003,11.63,1235.810063,1.248272848,8.81605343,0
Afghanistan,AFG,2004,11.21,1200.278013,1.187155957,8.78670722,0
Afghanistan,AFG,2005,10.79,1286.793659,1.214256657,8.06810435,0
Afghanistan,AFG,2006,10.37,1315.789117,1.225329508,7.43397155,0
Afghanistan,AFG,2007,9.95,1460.825751,1.235845771,6.72831635,0
Afghanistan,AFG,2008,9.54,1484.114461,1.283808631,8.32809334,0
Afghanistan,AFG,2009,9.14,1758.904477,1.300229162,9.41897064,0
Afghanistan,AFG,2010,8.76,1957.02907,1.393584999,9.19772273,0
Afghanistan,AFG,2011,8.39,1904.559926,1.394575915,7.87199189,0
Afghanistan,AFG,2012,8.03,2075.491614,1.396700989,8.51891268,0
Afghanistan,AFG,2013,7.68,2116.465258,1.436770021,8.13486556,0
Afghanistan,AFG,2014,7.36,2102.384604,1.416649189,8.18227382,0
Albania,ALB,1995,3.39,4471.87107,1.750277093,6.59707903,0
Albania,ALB,1996,3.26,4909.228105,1.930436461,7.43197435,0
Albania,ALB,1997,3.13,4400.577827,1.960843232,7.56809993,0
Albania,ALB,1998,2.99,4819.387534,2.349063926,6.94329921,0
Albania,ALB,1999,2.86,5475.169135,2.055725151,6.86818989,0
Albania,ALB,2000,2.72,5893.136233,1.628254488,6.2559844,0
Albania,ALB,2001,2.58,6441.853452,1.391965923,6.00014389,0
Albania,ALB,2002,2.44,6754.536003,1.144744644,6.30011348,0
Albania,ALB,2003,2.29,7154.784825,0.919223519,6.26700723,0
Albania,ALB,2004,2.14,7580.629091,0.724235427,6.37953469,0
Albania,ALB,2005,2,8040.878717,0.54683937,6.11631076,0
Albania,ALB,2006,1.85,8569.191113,0.470097954,5.86129625,0
Albania,ALB,2007,1.71,9150.518747,0.462439849,6.10393525,0
Albania,ALB,2008,1.58,9912.577242,0.429252302,5.86941616,0
Albania,ALB,2009,1.45,10313.92644,0.380184346,5.79133946,0
Albania,ALB,2010,1.32,10749.48745,0.392007573,5.33503501,0
Albania,ALB,2011,1.21,11052.79046,0.380618592,5.71466526,0
Albania,ALB,2012,1.12,11227.99449,0.368190897,5.58917285,0
Albania,ALB,2013,1.04,11361.29368,0.35772454,5.65513948,0
Albania,ALB,2014,0.99,11586.86377,0.345692633,5.88310543,0
Algeria,DZA,1995,4.36,7935.179014,0.42642077,3.70152453,0
Algeria,DZA,1996,4.25,8116.959947,0.39887882,3.34906968,0
Algeria,DZA,1997,4.16,8074.759681,0.581059235,3.59465773,0
Algeria,DZA,1998,4.08,8360.151446,0.516485501,3.59408178,0
Algeria,DZA,1999,4.03,8506.345679,0.414681739,3.43391495,0
Algeria,DZA,2000,3.97,8710.455149,0.403723068,3.48902094,0
Algeria,DZA,2001,3.89,8855.020186,0.402956518,3.83786516,0
Algeria,DZA,2002,3.78,9232.427523,0.401223323,3.73006375,0
Algeria,DZA,2003,3.65,9771.684856,0.382707512,3.60102674,0
Algeria,DZA,2004,3.51,10058.43902,0.366456325,3.54406326,0
Algeria,DZA,2005,3.36,10504.85847,0.354316385,3.23516801,0
Algeria,DZA,2006,3.21,10527.42208,0.340132703,3.35511843,0
Algeria,DZA,2007,3.08,10717.78446,0.325760816,3.82141191,0
Algeria,DZA,2008,2.95,10796.90256,0.321367696,4.20191141,0
Algeria,DZA,2009,2.84,10782.36109,0.31477566,5.35942501,0
Algeria,DZA,2010,2.74,10970.70637,0.307659709,5.11715468,0
Algeria,DZA,2011,2.67,11078.24233,0.302750554,5.29292834,0
Algeria,DZA,2012,2.62,11233.53132,0.296819126,6.14311272,0
Algeria,DZA,2013,2.58,11319.09706,0.30751812,7.12438268,0
Algeria,DZA,2014,2.55,11512.70511,0.285052547,7.20717804,0
Angola,AGO,1995,22.12,4139.64077,0.351875573,6.45887795,0
Angola,AGO,1996,21.97,4551.650381,0.333658248,2.81473208,0
Angola,AGO,1997,21.7,4728.156924,0.326422651,3.4825593,0
Angola,AGO,1998,21.35,4792.684163,0.349412526,3.33560211,0
Angola,AGO,1999,20.92,4740.669236,0.351968775,3.37784418,0
Angola,AGO,2000,20.39,4727.966314,0.357177556,2.78728366,0
Angola,AGO,2001,19.78,4766.836736,0.359723596,5.38455772,0
Angola,AGO,2002,19.09,5240.839433,0.365434163,3.63392075,0
Angola,AGO,2003,18.32,5218.207712,0.372681928,4.40528442,0
Angola,AGO,2004,17.46,5593.243624,0.387959059,4.70732007,0
Angola,AGO,2005,16.56,6210.222188,0.390821993,4.10396002,0
Angola,AGO,2006,15.62,6681.101028,0.395668115,4.54243749,0
Angola,AGO,2007,14.68,7341.865199,0.408588082,3.38311163,0
Angola,AGO,2008,13.74,7864.374579,0.417000429,3.84493395,0
Angola,AGO,2009,12.86,7643.495786,0.424962501,4.37177378,0
Angola,AGO,2010,12.03,7692.434286,0.43530504,3.39114609,0
Angola,AGO,2011,11.23,7675.446085,0.443554373,3.3795827,0
Angola,AGO,2012,10.5,8036.692402,0.455040313,3.30479422,0
Angola,AGO,2013,9.86,8140.525973,0.46195593,4.26303169,0
Angola,AGO,2014,9.3,8239.830672,0.466201063,3.30698293,0
Antigua and Barbuda,ATG,1995,1.56,15628.08501,0.705382374,4.1436129,0
Antigua and Barbuda,ATG,1996,1.59,16303.17628,0.685746365,3.92096985,0
Antigua and Barbuda,ATG,1997,1.6,16828.09094,0.704859984,3.93930715,0
Antigua and Barbuda,ATG,1998,1.59,17260.30157,0.726260499,3.92020732,0
Antigua and Barbuda,ATG,1999,1.57,17551.46677,0.742196016,3.96104693,0
Antigua and Barbuda,ATG,2000,1.55,18313.34971,0.763670812,4.12504853,0
Antigua and Barbuda,ATG,2001,1.51,17207.65121,0.85086932,4.48439049,0
Antigua and Barbuda,ATG,2002,1.46,17143.32603,0.825390114,4.41378705,0
Antigua and Barbuda,ATG,2003,1.41,17952.77914,0.846040741,4.53434099,0
Antigua and Barbuda,ATG,2004,1.35,18743.28685,0.882669647,4.20698542,0
Antigua and Barbuda,ATG,2005,1.29,19683.54108,0.927826331,4.41010035,0
Antigua and Barbuda,ATG,2006,1.23,21848.88813,0.944669102,4.34002161,0
Antigua and Barbuda,ATG,2007,1.17,23510.70765,1.033649342,4.26972324,0
Antigua and Barbuda,ATG,2008,1.11,23131.57765,1.026829459,4.69201433,0
Antigua and Barbuda,ATG,2009,1.06,20047.71601,1.09347355,4.86206202,0
Antigua and Barbuda,ATG,2010,1,18205.73853,1.030329353,5.6285144,0
Antigua and Barbuda,ATG,2011,0.95,17605.17014,0.999608559,5.64852918,0
Antigua and Barbuda,ATG,2012,0.9,17966.06436,0.966901157,5.38593825,0
Antigua and Barbuda,ATG,2013,0.85,17642.86087,0.939384737,5.33222783,0
Antigua and Barbuda,ATG,2014,0.81,18104.40734,0.885713175,5.54168311,0
Argentina,ARG,1995,2.41,17362.5218,0.746398316,8.31099274,1
Argentina,ARG,1996,2.31,18104.69781,0.766659526,8.02499359,1
Argentina,ARG,1997,2.21,19347.53704,0.771989364,8.36136161,1
Argentina,ARG,1998,2.12,19866.24505,0.765059796,8.53592553,1
Argentina,ARG,1999,2.04,18981.16838,0.791800931,9.35514932,1
Argentina,ARG,2000,1.96,18625.28355,0.843286692,9.21275669,1
Argentina,ARG,2001,1.9,17610.75539,0.867141514,9.37589012,1
Argentina,ARG,2002,1.83,15523.03878,0.864313394,8.31392968,1
Argentina,ARG,2003,1.77,16714.67013,0.793039421,8.21606274,1
Argentina,ARG,2004,1.71,18032.61143,0.728788579,6.84056093,1
Argentina,ARG,2005,1.65,19426.44014,0.714124089,6.84561938,1
Argentina,ARG,2006,1.61,20777.65271,0.719531578,6.68187054,1
Argentina,ARG,2007,1.57,22424.11773,0.701776384,6.49458405,1
Argentina,ARG,2008,1.53,23103.45652,0.755630851,6.66371839,1
Argentina,ARG,2009,1.49,21519.89362,0.772249663,7.63475841,1
Argentina,ARG,2010,1.44,23521.27018,0.774591811,6.55015616,1
Argentina,ARG,2011,1.39,24647.62927,0.803124885,5.89274265,1
Argentina,ARG,2012,1.33,24118.86752,0.839560228,5.01904817,1
Argentina,ARG,2013,1.27,24424.13645,0.86249791,4.98687258,1
Argentina,ARG,2014,1.21,23550.09906,0.861818793,4.78591616,1
Armenia,ARM,1995,3.89,3008.233321,0.871756242,6.41873606,1
Armenia,ARM,1996,3.71,3234.069621,0.784177025,5.7907572,1
Armenia,ARM,1997,3.54,3378.944431,0.712386211,5.76758904,1
Armenia,ARM,1998,3.38,3654.052968,0.674625346,5.75617179,1
Armenia,ARM,1999,3.22,3798.67375,0.619311966,5.68179057,1
Armenia,ARM,2000,3.07,4048.249904,0.567194146,6.25348348,1
Armenia,ARM,2001,2.92,4464.385831,0.524725597,5.94041648,1
Armenia,ARM,2002,2.78,5081.518558,0.483151747,5.40041921,1
Armenia,ARM,2003,2.64,5823.716093,0.453078202,5.56388068,1
Armenia,ARM,2004,2.51,6472.141999,0.466080315,5.50118169,1
Armenia,ARM,2005,2.39,7419.87119,0.47376468,5.25211644,1
Armenia,ARM,2006,2.27,8464.485726,0.47580176,4.57775072,1
Armenia,ARM,2007,2.16,9708.415397,0.464892052,4.30883082,1
Armenia,ARM,2008,2.05,10467.52981,0.461931455,3.79932298,1
Armenia,ARM,2009,1.95,9052.383549,0.462953782,4.54532341,1
Armenia,ARM,2010,1.85,9286.197327,0.453598716,4.56226302,1
Armenia,ARM,2011,1.76,9725.27823,0.453348781,3.71354097,1
Armenia,ARM,2012,1.67,10397.65466,0.454453436,4.48215825,1
Armenia,ARM,2013,1.59,10691.27675,0.432132414,4.55022679,1
Armenia,ARM,2014,1.51,11019.83878,0.420650305,4.48014942,1
Australia,AUS,1995,0.7,32946.90067,0.268804548,7.25973523,1
Australia,AUS,1996,0.68,33778.06354,0.265769321,7.44304741,1
Australia,AUS,1997,0.66,34727.19978,0.265852816,7.49922799,1
Australia,AUS,1998,0.64,35940.01714,0.268740565,7.66270214,1
Australia,AUS,1999,0.63,37334.47523,0.266332269,7.78975897,1
Australia,AUS,2000,0.62,38343.00215,0.259233381,8.07814515,1
Australia,AUS,2001,0.61,38559.90419,0.247499497,8.17867869,1
Australia,AUS,2002,0.6,39616.3361,0.235760372,8.39043833,1
Australia,AUS,2003,0.59,40298.88605,0.227642649,8.31845119,1
Australia,AUS,2004,0.58,41449.84195,0.215527621,8.57432053,1
Australia,AUS,2005,0.57,42217.13635,0.215276775,8.45389263,1
Australia,AUS,2006,0.56,42761.40561,0.21950805,8.49118995,1
Australia,AUS,2007,0.54,44128.72709,0.218156015,8.5306305,1
Australia,AUS,2008,0.52,44835.36141,0.220690935,8.78349607,1
Australia,AUS,2009,0.5,44771.48421,0.222736427,9.04605596,1
Australia,AUS,2010,0.48,44991.78371,0.219656242,9.01527191,1
Australia,AUS,2011,0.45,45463.682,0.211338663,9.19934655,1
Australia,AUS,2012,0.43,46427.3682,0.20663289,9.35738514,1
Australia,AUS,2013,0.41,46814.74151,0.202465482,9.36373848,1
Australia,AUS,2014,0.4,47289.96461,0.200762217,9.42230024,1
Austria,AUT,1995,0.68,40367.47105,0.118323161,9.54702427,1
Austria,AUT,1996,0.63,41260.1714,0.113659459,9.52730055,1
Austria,AUT,1997,0.6,42076.28765,0.106032372,9.8252159,1
Austria,AUT,1998,0.57,43535.42175,0.106705335,9.99743397,1
Austria,AUT,1999,0.56,44996.0546,0.102374118,10.18758732,1
Austria,AUT,2000,0.55,46403.2777,0.101603053,10.06456722,1
Austria,AUT,2001,0.54,46811.74677,0.101908572,10.11903601,1
Austria,AUT,2002,0.53,47351.3347,0.099305279,10.27003327,1
Austria,AUT,2003,0.52,47564.8639,0.09531455,10.48033992,1
Austria,AUT,2004,0.51,48563.58866,0.098513894,10.55988254,1
Austria,AUT,2005,0.49,49316.2647,0.099812044,10.53141508,1
Austria,AUT,2006,0.48,50767.84844,0.098860798,10.35154773,1
Austria,AUT,2007,0.46,52489.75721,0.095984979,10.40127692,1
Austria,AUT,2008,0.45,53089.87634,0.094424159,10.60392998,1
Austria,AUT,2009,0.44,50957.60638,0.096514242,11.19443731,1
Austria,AUT,2010,0.43,51769.14556,0.094877042,11.16524816,1
Austria,AUT,2011,0.42,53102.95084,0.092332891,10.93557307,1
Austria,AUT,2012,0.41,53221.07866,0.088913126,11.16821981,1
Austria,AUT,2013,0.39,52921.8171,0.087744166,11.1377909,1
Austria,AUT,2014,0.38,52857.05632,0.08883259,11.20547328,1
Azerbaijan,AZE,1995,9.4,3025.293877,1.536709004,5.79187601,0
Azerbaijan,AZE,1996,9.18,3033.830388,1.336379015,6.12391391,0
Azerbaijan,AZE,1997,8.86,3178.977396,1.163353658,5.45197597,0
Azerbaijan,AZE,1998,8.45,3463.84201,1.004827924,5.43466004,0
Azerbaijan,AZE,1999,7.97,3687.661015,0.878915278,5.35714447,0
Azerbaijan,AZE,2000,7.46,4063.471641,0.779379277,4.67081301,0
Azerbaijan,AZE,2001,6.95,4431.289873,0.695636763,4.48244097,0
Azerbaijan,AZE,2002,6.46,4813.504185,0.627610132,4.46710558,0
Azerbaijan,AZE,2003,6,5264.840526,0.578660542,6.56328804,0
Azerbaijan,AZE,2004,5.59,5701.903264,0.550911517,7.92454395,0
Azerbaijan,AZE,2005,5.22,7222.036075,0.530177141,7.8639081,0
Azerbaijan,AZE,2006,4.89,9605.096108,0.497109024,6.16806759,0
Azerbaijan,AZE,2007,4.58,11914.99483,0.46355965,5.09525293,0
Azerbaijan,AZE,2008,4.29,12903.15192,0.480507166,4.37406647,0
Azerbaijan,AZE,2009,4.01,13822.09111,0.487220269,5.85024048,0
Azerbaijan,AZE,2010,3.74,14312.75612,0.497285113,5.3336001,0
Azerbaijan,AZE,2011,3.5,13905.24576,0.503656021,5.00932503,0
Azerbaijan,AZE,2012,3.26,14023.98072,0.509632389,5.36689762,0
Azerbaijan,AZE,2013,3.04,14652.70425,0.516601235,5.53755045,0
Azerbaijan,AZE,2014,2.83,14875.78164,0.516928264,6.0368632,0
Bahamas,BHS,1995,1.85,34675.67507,3.16857015,6.8503937,1
Bahamas,BHS,1996,1.77,35656.48521,3.068138414,6.91604323,1
Bahamas,BHS,1997,1.7,37659.5017,3.363059571,5.55011883,1
Bahamas,BHS,1998,1.66,35562.87175,3.460023106,5.58609619,1
Bahamas,BHS,1999,1.63,39430.77388,3.300322175,5.23029011,1
Bahamas,BHS,2000,1.63,40518.17951,3.429284679,5.20817529,1
Bahamas,BHS,2001,1.64,40953.48395,3.196286851,5.14618628,1
Bahamas,BHS,2002,1.65,41372.2371,3.282029088,5.25568411,1
Bahamas,BHS,2003,1.67,40135.99655,3.444423764,5.6180021,1
Bahamas,BHS,2004,1.68,39757.66809,3.424708305,6.02453452,1
Bahamas,BHS,2005,1.68,40353.97519,3.788353974,5.95416502,1
Bahamas,BHS,2006,1.67,40596.80092,3.867449407,6.93251788,1
Bahamas,BHS,2007,1.65,40408.38698,4.194689759,7.07559268,1
Bahamas,BHS,2008,1.62,38746.78356,4.407261636,7.3029743,1
Bahamas,BHS,2009,1.59,36500.06765,4.571647522,7.4319201,1
Bahamas,BHS,2010,1.56,36504.40705,4.771759229,7.43658423,1
Bahamas,BHS,2011,1.52,36253.6681,4.920291592,7.63371738,1
Bahamas,BHS,2012,1.49,36961.74854,5.077307894,7.43010401,1
Bahamas,BHS,2013,1.46,35620.71356,5.02137748,7.04554853,1
Bahamas,BHS,2014,1.43,35659.93113,4.819054723,7.74236489,1
Bahrain,BHR,1995,1.81,47157.21676,0.479914507,4.11287292,1
Bahrain,BHR,1996,1.66,47825.87425,0.480010316,4.03746857,1
Bahrain,BHR,1997,1.52,47957.06856,0.485607114,4.34798137,1
Bahrain,BHR,1998,1.4,48717.18204,0.544388509,4.31625384,1
Bahrain,BHR,1999,1.32,48988.57018,0.593464684,4.18890934,1
Bahrain,BHR,2000,1.25,49406.29103,0.603771292,3.50896583,1
Bahrain,BHR,2001,1.2,48245.77548,0.680144808,3.79531921,1
Bahrain,BHR,2002,1.16,47311.74551,0.688527027,3.89413936,1
Bahrain,BHR,2003,1.13,47476.98335,0.681036836,3.73972896,1
Bahrain,BHR,2004,1.1,47661.39407,0.724417174,3.36600777,1
Bahrain,BHR,2005,1.06,47493.1484,0.779278757,3.15804988,1
Bahrain,BHR,2006,1.02,46910.19114,0.804672969,3.07675509,1
Bahrain,BHR,2007,0.98,47000.31533,0.844259526,3.07767478,1
Bahrain,BHR,2008,0.93,46408.83208,0.877761518,3.16848651,1
Bahrain,BHR,2009,0.89,44759.39472,0.897704995,3.786504,1
Bahrain,BHR,2010,0.85,44599.80497,0.880694508,3.63764959,1
Bahrain,BHR,2011,0.82,44157.47964,0.842651932,3.40195337,1
Bahrain,BHR,2012,0.8,45035.97855,0.801135505,4.36591164,1
Bahrain,BHR,2013,0.78,46930.83073,0.770169968,4.68637938,1
Bahrain,BHR,2014,0.77,48201.15717,0.741638593,4.98079638,1
Bangladesh,BGD,1995,11.42,1696.567825,0.321881258,3.22157662,0
Bangladesh,BGD,1996,10.84,1735.922008,0.334541339,2.96373618,0
Bangladesh,BGD,1997,10.27,1775.964118,0.343278436,2.25028592,0
Bangladesh,BGD,1998,9.71,1829.503806,0.348098487,2.25182094,0
Bangladesh,BGD,1999,9.17,1876.599044,0.344770386,2.29318008,0
Bangladesh,BGD,2000,8.65,1937.729192,0.34329732,2.32679549,0
Bangladesh,BGD,2001,8.16,1998.06632,0.344876913,2.46995061,0
Bangladesh,BGD,2002,7.7,2037.23631,0.330371193,2.59288743,0
Bangladesh,BGD,2003,7.27,2097.168748,0.325642152,2.51003846,0
Bangladesh,BGD,2004,6.86,2171.688675,0.322657264,2.61548602,0
Bangladesh,BGD,2005,6.47,2279.531274,0.321197262,2.67725039,0
Bangladesh,BGD,2006,6.11,2399.082227,0.328429648,2.79623022,0
Bangladesh,BGD,2007,5.77,2537.111198,0.324547054,2.79895606,0
Bangladesh,BGD,2008,5.45,2659.049232,0.328207293,2.84653391,0
Bangladesh,BGD,2009,5.15,2762.180474,0.329870568,2.90958368,0
Bangladesh,BGD,2010,4.87,2883.466794,0.325757333,3.06355993,0
Bangladesh,BGD,2011,4.61,3034.951082,0.318578324,3.155874,0
Bangladesh,BGD,2012,4.38,3195.78104,0.310592732,3.08120807,0
Bangladesh,BGD,2013,4.16,3349.025008,0.314388512,2.88285726,0
Bangladesh,BGD,2014,3.95,3511.645506,0.299599046,2.81899856,0
Barbados,BRB,1995,1.52,13042.61573,1.137968866,5.21222112,1
Barbados,BRB,1996,1.49,13505.79813,1.158624743,5.06553288,1
Barbados,BRB,1997,1.48,14086.06561,1.080895293,5.10668175,1
Barbados,BRB,1998,1.48,14548.81834,1.031238747,4.8775902,1
Barbados,BRB,1999,1.49,14537.00203,1.065084597,5.01105957,1
Barbados,BRB,2000,1.51,15124.43624,1.123858466,5.15515307,1
Barbados,BRB,2001,1.53,14713.40354,1.187747425,5.47182997,1
Barbados,BRB,2002,1.55,14778.87225,1.249998227,5.76189211,1
Barbados,BRB,2003,1.57,15050.40346,1.312089413,5.81503159,1
Barbados,BRB,2004,1.57,15210.07184,1.354419792,5.71254394,1
Barbados,BRB,2005,1.57,15752.36013,1.375023701,5.37770788,1
Barbados,BRB,2006,1.56,16612.73457,1.427839703,5.27479782,1
Barbados,BRB,2007,1.55,16903.87296,1.417802594,5.63907522,1
Barbados,BRB,2008,1.53,16946.67096,1.435979734,6.01496305,1
Barbados,BRB,2009,1.51,16019.71463,1.397419572,6.21396814,1
Barbados,BRB,2010,1.5,15596.61681,1.397966283,6.16899137,1
Barbados,BRB,2011,1.49,15444.74632,1.375227863,6.66975378,1
Barbados,BRB,2012,1.47,15335.84805,1.329784807,7.42925203,1
Barbados,BRB,2013,1.45,15088.44135,1.303354369,7.5687307,1
Barbados,BRB,2014,1.43,15041.55475,1.238436304,7.469303,1
Belarus,BLR,1995,1.56,5805.266913,0.963260011,6.74025354,1
Belarus,BLR,1996,1.55,5987.785689,0.972164882,6.23562466,1
Belarus,BLR,1997,1.51,6698.744568,1.004390627,6.59252515,1
Belarus,BLR,1998,1.45,7296.054591,1.025969831,5.95665774,1
Belarus,BLR,1999,1.37,7575.918326,1.013320914,6.16338326,1
Belarus,BLR,2000,1.27,8053.173638,0.999966041,6.12884845,1
Belarus,BLR,2001,1.18,8477.084011,0.993835658,6.62474592,1
Belarus,BLR,2002,1.08,8961.64112,1.005712888,6.47012421,1
Belarus,BLR,2003,1,9660.193688,0.966650442,6.58928033,1
Belarus,BLR,2004,0.92,10839.95627,0.934840982,6.58678934,1
Belarus,BLR,2005,0.85,11940.1866,0.914477384,6.88634578,1
Belarus,BLR,2006,0.78,13214.87158,0.871261813,6.33679804,1
Belarus,BLR,2007,0.72,14417.35353,0.8177505,6.43772703,1
Belarus,BLR,2008,0.66,15942.89768,0.815023265,5.94918995,1
Belarus,BLR,2009,0.6,16010.43996,0.780399762,6.08504113,1
Belarus,BLR,2010,0.55,17288.40435,0.742072764,5.55420409,1
Belarus,BLR,2011,0.51,18251.78094,0.741904659,4.92365904,1
Belarus,BLR,2012,0.48,18576.72868,0.662209168,5.00822363,1
Belarus,BLR,2013,0.45,18760.16352,0.610135248,6.07206556,1
Belarus,BLR,2014,0.43,19066.88682,0.578319489,5.68772158,1
Belgium,BEL,1995,0.76,37783.41856,0.212403048,7.61132513,1
Belgium,BEL,1996,0.71,38207.97913,0.216370143,7.91027712,1
Belgium,BEL,1997,0.67,39561.60724,0.218020741,7.76548243,1
Belgium,BEL,1998,0.63,40251.68981,0.225805598,7.88649843,1
Belgium,BEL,1999,0.6,41582.29254,0.230750683,8.07696011,1
Belgium,BEL,2000,0.58,43023.30716,0.221559043,8.12059728,1
Belgium,BEL,2001,0.56,43347.0502,0.217432105,8.29205205,1
Belgium,BEL,2002,0.54,43889.74859,0.207790318,8.46176755,1
Belgium,BEL,2003,0.52,44160.05668,0.193182717,9.30359795,1
Belgium,BEL,2004,0.51,45539.58546,0.191103361,9.32102699,1
Belgium,BEL,2005,0.49,46341.28964,0.186467657,9.24428757,1
Belgium,BEL,2006,0.48,47211.66396,0.180608645,9.17112797,1
Belgium,BEL,2007,0.47,48589.46005,0.177492252,9.25207442,1
Belgium,BEL,2008,0.46,48422.57823,0.169374094,9.59842645,1
Belgium,BEL,2009,0.46,47063.87906,0.165398304,10.39434014,1
Belgium,BEL,2010,0.45,47971.63031,0.162132805,10.16564067,1
Belgium,BEL,2011,0.44,48153.93909,0.163312604,10.42349563,1
Belgium,BEL,2012,0.43,48209.99152,0.158009046,10.53975001,1
Belgium,BEL,2013,0.42,48203.65268,0.151565455,10.57290301,1
Belgium,BEL,2014,0.41,48747.67705,0.149879866,10.5947509,1
Belize,BLZ,1995,2.88,5887.279538,2.439824064,4.24602899,0
Belize,BLZ,1996,2.76,5784.218267,2.705014902,3.63127017,0
Belize,BLZ,1997,2.64,5775.303622,3.083193703,3.92015182,0
Belize,BLZ,1998,2.54,5765.647832,3.176317636,3.79614802,0
Belize,BLZ,1999,2.44,6042.667614,3.466111288,3.66693481,0
Belize,BLZ,2000,2.36,6599.339352,3.706719358,3.97615331,0
Belize,BLZ,2001,2.28,6698.177474,4.057302365,4.50244268,0
Belize,BLZ,2002,2.22,6819.48232,4.301615326,4.37927042,0
Belize,BLZ,2003,2.17,7261.137764,4.307669038,4.5348229,0
Belize,BLZ,2004,2.13,7413.90026,4.409336587,4.39392269,0
Belize,BLZ,2005,2.09,7363.870636,4.696450998,4.45271318,0
Belize,BLZ,2006,2.06,7519.434956,4.832847245,4.40074319,0
Belize,BLZ,2007,2.02,7363.423847,5.042536112,4.76058357,0
Belize,BLZ,2008,1.99,7426.891451,5.29865057,5.09281839,0
Belize,BLZ,2009,1.94,7257.755472,5.576763252,5.80764478,0
Belize,BLZ,2010,1.89,7294.684143,5.80158631,5.84584806,0
Belize,BLZ,2011,1.83,7259.851886,6.011427996,5.60522062,0
Belize,BLZ,2012,1.77,7264.46478,6.084078179,5.45306037,0
Belize,BLZ,2013,1.69,7194.917905,5.980784575,5.79061965,0
Belize,BLZ,2014,1.61,7323.144701,5.761679519,5.78895004,0
Benin,BEN,1995,15.54,2253.119526,0.489743611,4.69268216,0
Benin,BEN,1996,15.2,2277.761816,0.504067957,4.58649677,0
Benin,BEN,1997,14.88,2336.545872,0.521170557,4.31179803,0
Benin,BEN,1998,14.54,2358.280127,0.532545731,4.38570981,0
Benin,BEN,1999,14.22,2411.991564,0.53863829,4.58684538,0
Benin,BEN,2000,13.88,2478.218238,0.548462908,4.33873071,0
Benin,BEN,2001,13.54,2532.634052,0.558854584,4.68672761,0
Benin,BEN,2002,13.21,2570.787304,0.569827012,4.27443185,0
Benin,BEN,2003,12.88,2579.697807,0.572110853,4.63066141,0
Benin,BEN,2004,12.57,2614.212455,0.576980199,4.56185468,0
Benin,BEN,2005,12.28,2581.642252,0.574709954,4.73384847,0
Benin,BEN,2006,12.01,2606.817449,0.577135082,4.75046608,0
Benin,BEN,2007,11.76,2685.130261,0.58077626,4.54583981,0
Benin,BEN,2008,11.53,2738.194385,0.58836136,4.19564004,0
Benin,BEN,2009,11.3,2724.084767,0.604623342,4.46430984,0
Benin,BEN,2010,11.08,2704.705484,0.621188227,4.94824039,0
Benin,BEN,2011,10.86,2707.8697,0.643276775,5.36875255,0
Benin,BEN,2012,10.63,2759.848256,0.663991514,4.85686602,0
Benin,BEN,2013,10.4,2876.903909,0.678255472,4.59205377,0
Benin,BEN,2014,10.18,2975.854782,0.686389092,4.59429651,0
Bhutan,BTN,1995,10.07,3414.550755,0.231301474,3.97733171,0
Bhutan,BTN,1996,9.56,3559.029162,0.236814871,6.31150093,0
Bhutan,BTN,1997,9.08,3680.665341,0.245344536,7.3507957,0
Bhutan,BTN,1998,8.61,3810.859781,0.252342056,7.23627296,0
Bhutan,BTN,1999,8.15,4018.927489,0.255300772,6.93946877,0
Bhutan,BTN,2000,7.71,4061.499026,0.248873543,6.91231672,0
Bhutan,BTN,2001,7.28,4308.525604,0.254551751,5.91345001,0
Bhutan,BTN,2002,6.88,4686.010847,0.240622459,7.75160507,0
Bhutan,BTN,2003,6.48,4957.529129,0.219782946,4.9041054,0
Bhutan,BTN,2004,6.11,5165.173469,0.214498959,4.40750213,0
Bhutan,BTN,2005,5.74,5456.70775,0.217736816,5.28092275,0
Bhutan,BTN,2006,5.39,5761.750141,0.216329856,5.26868823,0
Bhutan,BTN,2007,5.07,6743.046532,0.218997794,5.87866065,0
Bhutan,BTN,2008,4.76,6995.779305,0.223773548,6.57982434,0
Bhutan,BTN,2009,4.48,7393.917855,0.228076701,6.02784218,0
Bhutan,BTN,2010,4.22,8190.576223,0.233998847,5.17176159,0
Bhutan,BTN,2011,3.99,8744.957643,0.23864779,4.73145771,0
Bhutan,BTN,2012,3.79,9084.004455,0.241082073,3.70384573,0
Bhutan,BTN,2013,3.61,9163.563551,0.242026003,3.82579516,0
Bhutan,BTN,2014,3.46,9574.029004,0.241573899,3.57301481,0
Bolivia,BOL,1995,9.83,5050.313794,1.107677844,3.72938541,0
Bolivia,BOL,1996,9.37,5164.250073,1.104040526,4.62820984,0
Bolivia,BOL,1997,8.91,5312.081015,1.109411614,4.1695752,0
Bolivia,BOL,1998,8.45,5469.469741,1.115483699,5.10001351,0
Bolivia,BOL,1999,8,5386.179218,1.116699637,6.19650543,0
Bolivia,BOL,2000,7.55,5415.52606,1.203880208,5.66983151,0
Bolivia,BOL,2001,7.12,5402.759484,1.116856315,6.31154371,0
Bolivia,BOL,2002,6.71,5434.083847,1.108770596,6.52937179,0
Bolivia,BOL,2003,6.32,5479.266911,1.099687888,5.30411075,0
